标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
农村自建房补助金没有,已办理,三农 求助,高***,2018-10-2714:39,尊敬的书记你好：我家临沧市永德县勐板乡水城村岩子头三组高原康家，去年农历10月份建的房，为什么没有自建房的这个补助，村里面和我我差不多一起建的都有，想知道一下是什么原因。还有一个问题的是国家有一个低保的这个补助，组里面的每家每户都几乎拿到过这个补助，有的个别家庭拿到过几次了，我家从未轮到过一次这个又是怎么了：谢谢,临沧市委办公室,尊敬的书记你好：我家临沧市永德县勐板乡水城村岩子头三组高原康家，去年农历10月份建的房，为什么没有自建房的这个补助，村里面和我我差不多一起建的都有，想知道一下是什么原因。还有一个问题的是国家有一个低保的这个补助，组里面的每家每户都几乎拿到过这个补助，有的个别家庭拿到过几次了，我家从未轮到过一次这个又是怎么了：谢谢,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
咨询玉龙花园公租房,已办理,城建 咨询,周***,2018-10-2409:28,杨书记，你好，我于2017年1月24号第六批公租房摇号，终于摇到玉龙花园8栋的一套公租房，迟迟不见交房，今年到相关部门打听，说中秋节前能交房，直到今天还是一直没有接到通知，所以再次去打听，却听到说8栋的上百套房，会被某单位占用，不知是否属实，如果属实，请问接下来怎么处置我们这些摇到号，房子却被占用的老百姓？是要重新摇号，等交房，再等个几年？如果只是谣传，又请问什么时候才能交房？,临沧市委办公室,杨书记，你好，我于2017年1月24号第六批公租房摇号，终于摇到玉龙花园8栋的一套公租房，迟迟不见交房，今年到相关部门打听，说中秋节前能交房，直到今天还是一直没有接到通知，所以再次去打听，却听到说8栋的上百套房，会被某单位占用，不知是否属实，如果属实，请问接下来怎么处置我们这些摇到号，房子却被占用的老百姓？是要重新摇号，等交房，再等个几年？如果只是谣传，又请问什么时候才能交房？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
2015年申请的公寓房，何时能交房？,已办理,城建 咨询,傈***,2018-10-2209:48,"      杨书记，您好，我是圈内斗阁中学的一名老师，我2015年申请的公租房，2017年1月24号摇号的，上次咨询说是2018年7月以后会陆续交房，现在都十月底了也没消息，我们过去问，人家说资金不到位，工程暂时停工了，请问这是真的吗？我想请问一下,什么时候会有消息，能入住。",临沧市委办公室,"      杨书记，您好，我是圈内斗阁中学的一名老师，我2015年申请的公租房，2017年1月24号摇号的，上次咨询说是2018年7月以后会陆续交房，现在都十月底了也没消息，我们过去问，人家说资金不到位，工程暂时停工了，请问这是真的吗？我想请问一下,什么时候会有消息，能入住。","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
关于解决居民区严重噪音污染问题的诉求,已办理,环保 投诉,向***,2018-10-0615:18,尊敬的书记：    我是临翔区凤翔路居民，近期我居民小区附件有一音乐餐吧（临翔区凤翔路联通广场庞克音乐餐吧），休息时间唱歌、音乐、叫喊吵闹噪音极大，严重扰民，噪音污染持续到深夜凌晨。餐吧附近有多个居民小区，噪音污染影响大多居民甚至夜间根本无法入睡，噪音和震动声音使人烦躁难忍，危害着居民的身心健康，特别是一些家里有老人、儿童、学生的家庭。请市委市政府领导继续以为市民构建美好幸福和谐生活为目标，帮助协调解决居民小区的噪音污染问题，为全市文明城市建设，人居环境改善营造舒适安静的生活环境。谢谢！                                        2018年10月6日,临沧市委办公室,尊敬的书记：    我是临翔区凤翔路居民，近期我居民小区附件有一音乐餐吧（临翔区凤翔路联通广场庞克音乐餐吧），休息时间唱歌、音乐、叫喊吵闹噪音极大，严重扰民，噪音污染持续到深夜凌晨。餐吧附近有多个居民小区，噪音污染影响大多居民甚至夜间根本无法入睡，噪音和震动声音使人烦躁难忍，危害着居民的身心健康，特别是一些家里有老人、儿童、学生的家庭。请市委市政府领导继续以为市民构建美好幸福和谐生活为目标，帮助协调解决居民小区的噪音污染问题，为全市文明城市建设，人居环境改善营造舒适安静的生活环境。谢谢！                                        2018年10月6日,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
玉龙花园第六批公租房,已办理,城建 咨询,八***,2018-09-2114:03,杨书记，您好，我于2015年申请的公租房，2017年1月24号摇号被选中为第六批，到现在都没有任何消息，我想请问一下，什么时候会有消息，能入住。,临沧市委办公室,杨书记，您好，我于2015年申请的公租房，2017年1月24号摇号被选中为第六批，到现在都没有任何消息，我想请问一下，什么时候会有消息，能入住。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临沧市人力资源社会保障网,已办理,就业 咨询,W***,2018-09-2008:24,开不开这个网页，区人力资源社会保障网和市人力资源社会保障网同样打不开，挺久了，差不多半个月了,临沧市委办公室,开不开这个网页，区人力资源社会保障网和市人力资源社会保障网同样打不开，挺久了，差不多半个月了,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
公租房配租问题,已办理,城建 求助,芝***,2018-09-1807:37,尊敬的杨书记：本人从外地来临沧上班，临沧租房租金太高，本想着申请公租房住，因为家有小孩要上学，有家人要帮带孩子，但是被告知暂时无配租房源，然后各种租房广告都是再租公租房廉租房，价钱也是一千多，是否能清理一下已配租不住房源给更需要的人来住。,临沧市委办公室,尊敬的杨书记：本人从外地来临沧上班，临沧租房租金太高，本想着申请公租房住，因为家有小孩要上学，有家人要帮带孩子，但是被告知暂时无配租房源，然后各种租房广告都是再租公租房廉租房，价钱也是一千多，是否能清理一下已配租不住房源给更需要的人来住。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
圈内乡是独立的教育政策？,已办理,教育 咨询,W***,2018-09-1709:55,周五下午五点放学，中秋、国庆都说是不要想着要放假，我想咨询一下领导，这是国家规定的吗？平时加班加点，这下连法定节假日都没有了吗？？？？,临沧市委办公室,周五下午五点放学，中秋、国庆都说是不要想着要放假，我想咨询一下领导，这是国家规定的吗？平时加班加点，这下连法定节假日都没有了吗？？？？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
良田复垦,已办理,三农 求助,1***,2018-09-1117:01,离云县城城十多公里的安河村荒废农田十几年把它开垦种养殖可以吗？有点可惜了，能利用吗，,临沧市委办公室,离云县城城十多公里的安河村荒废农田十几年把它开垦种养殖可以吗？有点可惜了，能利用吗，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
副高职称满两年可任行政职务吗？,已办理,政务 咨询,小***,2018-09-0811:05,根据《关于印发〈公务员调任规定(试行)的通知》专业技术人员获副高职称满两年可任行政职务，临沧可以吗？,临沧市委办公室,根据《关于印发〈公务员调任规定(试行)的通知》专业技术人员获副高职称满两年可任行政职务，临沧可以吗？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
